dates,posts,sentence_tokenize
"11,November,2003","


       
      ross mayfield comments on many to many:  the rise of social networking gives greater credence to the saying ""it's not what you know, but who you know."" this inherently undemocratic notion concerns some, and, indeed, the network is the market. within a power-law distribution, preferential attachment implies...  full article  
     

 
    
","['\n\n\n       \n      ross mayfield comments on many to many:  the rise of social networking gives greater credence to the saying ""it\'s not what you know, but who you know.""', 'this inherently undemocratic notion concerns some, and, indeed, the network is the market.', 'within a power-law distribution, preferential attachment implies...  full article']"
"11,November,2003","


       
      some newspaper blogs that i cam across, there are many more ofcourse   urllink http://www.spokesmanreview.com/blogs/   urllink http://www.guardian.co.uk/weblog/   urllink http://www.journaltimes.com/weblogs/ 
     

 
    
","['\n\n\n       \n      some newspaper blogs that i cam across, there are many more ofcourse   urllink http://www.spokesmanreview.com/blogs/   urllink http://www.guardian.co.uk/weblog/   urllink http://www.journaltimes.com/weblogs/']"
"10,November,2003","


       
      i wonder how i can get myself one of  urllink the 10 most overpaid jobs in the u.s. 
     

  urllink link 
    
",['\n\n\n       \n      i wonder how i can get myself one of  urllink the 10 most overpaid jobs in the u.s. \n     \n\n  urllink link']
"10,November,2003","


       
      should you turn of your cellphone or remove the battery if you don't want to be contacted?  urllink this comment on smart mobs  says that mobile phones can be tracked even when they are turned off... i found this worrying and somewhat unbelievable... till one reads the comments...   where someone comments that a signal is sent out by the phone, when it is being turned off... this  gyan  explains the different operator messages one gets when one removes the phone battery without turning the phone off... vs. just turning the phone off...
     

  urllink link 
    
","[""\n\n\n       \n      should you turn of your cellphone or remove the battery if you don't want to be contacted?"", 'urllink this comment on smart mobs  says that mobile phones can be tracked even when they are turned off... i found this worrying and somewhat unbelievable... till one reads the comments...   where someone comments that a signal is sent out by the phone, when it is being turned off... this  gyan  explains the different operator messages one gets when one removes the phone battery without turning the phone off... vs. just turning the phone off...\n     \n\n  urllink link']"
"10,November,2003","


       
       urllink microsoft  is allegedly going to enter the blogging/social software scene...
     

  urllink link 
    
",['\n\n\n       \n       urllink microsoft  is allegedly going to enter the blogging/social software scene...\n     \n\n  urllink link']
"10,November,2003","


       
       urllink srinagar has wifi 
     

  urllink link 
    
",['\n\n\n       \n       urllink srinagar has wifi \n     \n\n  urllink link']
"10,November,2003","


       
      reading  urllink why indian media is so self obsessive , makes me wonder whether om maliks definition of a blog, is to be news and anaysis and can't be on the lighter side of things... also read the comment that i left attached to the post... pm have you read this...
     

  urllink link 
    
","[""\n\n\n       \n      reading  urllink why indian media is so self obsessive , makes me wonder whether om maliks definition of a blog, is to be news and anaysis and can't be on the lighter side of things... also read the comment that i left attached to the post... pm have you read this...\n     \n\n  urllink link""]"
"07,November,2003","


       
       urllink define your world  with the urban dictonary... pretty cool...
     

  urllink link 
    
",['\n\n\n       \n       urllink define your world  with the urban dictonary... pretty cool...\n     \n\n  urllink link']
"21,December,2003","


       
      delhi metro nrs 03	results  average issue readership in 000s the times of india	1432 navbharat times	1431 hindustan times	1327 punjab kesari	1119 hindustan	894 grihshobha	612 dainik jagran	552 meri saheli	346 india today - eng	340 india today - hindi	310 
     

 
    
",['\n\n\n       \n      delhi metro nrs 03\tresults  average issue readership in 000s the times of india\t1432 navbharat times\t1431 hindustan times\t1327 punjab kesari\t1119 hindustan\t894 grihshobha\t612 dainik jagran\t552 meri saheli\t346 india today - eng\t340 india today - hindi\t310']
"20,December,2003","


       
      toi is the new leader in delhi as per the nrs 2003, beating ht
     

 
    
","['\n\n\n       \n      toi is the new leader in delhi as per the nrs 2003, beating ht']"
"20,December,2003","


       
      in celebration of 10 years of doom  urllink the doom comic 
     

  urllink link 
    
",['\n\n\n       \n      in celebration of 10 years of doom  urllink the doom comic \n     \n\n  urllink link']
"20,December,2003","


       
      the  urllink nrs  results are out.   the times of india featres as the only english paper in the top 10 daily newspapers in the country.  coverage on  urllink mediaah   urllink exchange4media    there has been a lot of litigation on the release of the nrs. 
     

 
    
","['\n\n\n       \n      the  urllink nrs  results are out.', 'the times of india featres as the only english paper in the top 10 daily newspapers in the country.', 'coverage on  urllink mediaah   urllink exchange4media    there has been a lot of litigation on the release of the nrs.']"
"20,December,2003","


       
      i couldn't resist and went ego surfing yet again...  i'm the  urllink 3rd   urllink chirag  on the list. just a  urllink week  ago i was number 5. i must be doing something right...  but what?
     

 
    
","[""\n\n\n       \n      i couldn't resist and went ego surfing yet again...  i'm the  urllink 3rd   urllink chirag  on the list."", 'just a  urllink week  ago i was number 5. i must be doing something right...  but what?']"
"20,December,2003","


       
      this is a really significant precedent. first there was the intersection of commerce on the edge, with scores of e:bay auctions selling stuff in the make beleive worlds, then it was legitimised, with the game companies selling the stuff themselves. and now a judge in the real world rules on property in a vistual world. the intersection of the virtual and real worlds is complete   http://www.reuters.com/newsarticle.jhtml?type=internetnews&storyid=4022155   online gamer in china sues, wins over virtual theft  fri december 19, 2003 08:30 am et   beijing (reuters) - a chinese court has ordered an online video game company to return hard-won virtual property, including a make-believe stockpile of bio-chemical weapons, to a player whose game account was looted by a hacker. 
     

  urllink link 
    
","['\n\n\n       \n      this is a really significant precedent.', 'first there was the intersection of commerce on the edge, with scores of e:bay auctions selling stuff in the make beleive worlds, then it was legitimised, with the game companies selling the stuff themselves.', 'and now a judge in the real world rules on property in a vistual world.', 'the intersection of the virtual and real worlds is complete   http://www.reuters.com/newsarticle.jhtml?type=internetnews&storyid=4022155   online gamer in china sues, wins over virtual theft  fri december 19, 2003 08:30 am et   beijing (reuters) - a chinese court has ordered an online video game company to return hard-won virtual property, including a make-believe stockpile of bio-chemical weapons, to a player whose game account was looted by a hacker.', 'urllink link']"
"18,December,2003","


       
      did you know that the postal department can also be  urllink termed  as broadband... 
     

  urllink link 
    
",['\n\n\n       \n      did you know that the postal department can also be  urllink termed  as broadband... \n     \n\n  urllink link']
"17,December,2003","


       
      blockbuster chief  urllink asks  for scrapping of region encoded dvd's. about bloody time...
     

  urllink link 
    
","[""\n\n\n       \n      blockbuster chief  urllink asks  for scrapping of region encoded dvd's."", 'about bloody time...\n     \n\n  urllink link']"
"17,December,2003","


       
      i thought this was a brilliant idea. apparently the google bar doesn't have the ie control+enter shortcut, and it trips up on urls like http://bloglines.com/myblogs, or part urls like download.com,  which are handled by the address bar.  so if someone at google fixes this, then one can be rid of the address bar and save some screen height in the web browser...
     

 
    
","['\n\n\n       \n      i thought this was a brilliant idea.', ""apparently the google bar doesn't have the ie control+enter shortcut, and it trips up on urls like http://bloglines.com/myblogs, or part urls like download.com,  which are handled by the address bar."", 'so if someone at google fixes this, then one can be rid of the address bar and save some screen height in the web browser...']"
"17,December,2003","


       
      in search of more browser screen space, i was trying to minimise the space consumed by the toolbars, when it struck me to replace the address bar with the google bar... like so   urllink   
     

 
    
","['\n\n\n       \n      in search of more browser screen space, i was trying to minimise the space consumed by the toolbars, when it struck me to replace the address bar with the google bar... like so   urllink']"
"17,December,2003","


       
       urllink sony dsc-f828  is what i'm going to be buying next year...
     

  urllink link 
    
","[""\n\n\n       \n       urllink sony dsc-f828  is what i'm going to be buying next year...\n     \n\n  urllink link""]"
"16,December,2003","


       
      more  urllink hmmm... 
     

  urllink link 
    
",['\n\n\n       \n      more  urllink hmmm... \n     \n\n  urllink link']
"16,December,2003","


       
       urllink hmmm... 
     

  urllink link 
    
",['\n\n\n       \n       urllink hmmm... \n     \n\n  urllink link']
"16,December,2003","


       
      smite on...    urllink god considers smiting bible pirates   vatican city - god did not rule out smiting as a final measure against those who share his most famous work, the bible, on the internet. this marks the first time a deity has spoken on it-related questions since steve jobs was temporarily enlightened when touching the one true imac some years ago.  authorized version? citing misuse of his word, misquotation, and putting hardworking bible printers out of work, god said he would now start hunting bible pirating around the globe. 'i have to defend both my world-famous brand - the bible and its distinctive likenesses - and the livelihood of those who create and distribute legal copies of it. sure, they live not by bread alone, but website hits - someone else's website mind you - don't pay the bills for these folks.' since large portions of the bible are many centuries old, many people believe the work to be in the public domain. not so, said god. 'look, most copyright laws are based on something like the author's lifetime plus, let's say, 15 years. news flash: i'm still here.' ' i am a jealous god,' he said, 'but i am by no means unreasonable. if the person will stop distributing my copyrighted materials, there will be no further consequences. like i've said before: hate pirating, love the pirate.'  
     

  urllink link 
    
","['\n\n\n       \n      smite on...    urllink god considers smiting bible pirates   vatican city - god did not rule out smiting as a final measure against those who share his most famous work, the bible, on the internet.', 'this marks the first time a deity has spoken on it-related questions since steve jobs was temporarily enlightened when touching the one true imac some years ago.', 'authorized version?', 'citing misuse of his word, misquotation, and putting hardworking bible printers out of work, god said he would now start hunting bible pirating around the globe.', ""'i have to defend both my world-famous brand - the bible and its distinctive likenesses - and the livelihood of those who create and distribute legal copies of it."", ""sure, they live not by bread alone, but website hits - someone else's website mind you - don't pay the bills for these folks.'"", 'since large portions of the bible are many centuries old, many people believe the work to be in the public domain.', 'not so, said god.', ""'look, most copyright laws are based on something like the author's lifetime plus, let's say, 15 years."", ""news flash: i'm still here.'"", ""' i am a jealous god,' he said, 'but i am by no means unreasonable."", 'if the person will stop distributing my copyrighted materials, there will be no further consequences.', ""like i've said before: hate pirating, love the pirate.'"", 'urllink link']"
"15,December,2003","


       
      i've finally renamed the blog today... it is now no longer called ""a blog formerly known as my ramblings and rants"", instead it is now called  urllink marlinspike . this is a sailors needle and can most simply explained as knot untangler. though it is aso used to tie knots :d.  why marlinspike?   i really don't know...
     

 
    
","['\n\n\n       \n      i\'ve finally renamed the blog today... it is now no longer called ""a blog formerly known as my ramblings and rants"", instead it is now called  urllink marlinspike .', 'this is a sailors needle and can most simply explained as knot untangler.', 'though it is aso used to tie knots :d.  why marlinspike?', ""i really don't know...""]"
"13,December,2003","


       
      marlinspike is a knot untangler... it is used by sailors to... untangle knots and also to tie them.   
     

 
    
",['\n\n\n       \n      marlinspike is a knot untangler... it is used by sailors to... untangle knots and also to tie them.']
"12,December,2003","


       
      decided to go  urllink ego surfing  today. the term chirag  urllink throws back  this blog as the number 5 result. not bad considering a  urllink few months ago  i wouldn't even feature in the top ten.  a search for  urllink chirag patnaik  now throws back this blog as the first one... earlier it used to throw back one of the sites i'd done.  i also decided to have a look at who was  urllink linking  to me... pitifully few of course. and all of them from comments i made somewhere or as part of some blog directory. i found    urllink recently updated indian weblogs   he lists my blog as...  urllink chirag   this is of course because of the long and unwieldy name of my blog. i'd realised this  urllink earlier  of course. this just proves that i have to rebrand the blog.
     

  urllink link 
    
","['\n\n\n       \n      decided to go  urllink ego surfing  today.', 'the term chirag  urllink throws back  this blog as the number 5 result.', ""not bad considering a  urllink few months ago  i wouldn't even feature in the top ten."", ""a search for  urllink chirag patnaik  now throws back this blog as the first one... earlier it used to throw back one of the sites i'd done."", 'i also decided to have a look at who was  urllink linking  to me... pitifully few of course.', 'and all of them from comments i made somewhere or as part of some blog directory.', 'i found    urllink recently updated indian weblogs   he lists my blog as...  urllink chirag   this is of course because of the long and unwieldy name of my blog.', ""i'd realised this  urllink earlier  of course."", 'this just proves that i have to rebrand the blog.', 'urllink link']"
"12,December,2003","


       
      as much as i dislike indulging in a flame war, but this  urllink poor loser  seems to  urllink have  a fan following...  further the  urllink poor loser  claims  urllink     i admire and respect people who can argue logically, without getting petty or personal. i also admire people who can admit defeat graciously when they lose an argument fair and square. i admire people who hear out other arguments before stating their own, instead of blindly sticking to a stand. i hope to be such a person myself.     hah!  he doesn't like the fact he can be google bombed too :d  in retrospect, the term  urllink poor loser  seems  to have been very apt since he is most definitely a  urllink poor loser .   okay okay, i'm repeating myself... 
     

  urllink link 
    
","['\n\n\n       \n      as much as i dislike indulging in a flame war, but this  urllink poor loser  seems to  urllink have  a fan following...  further the  urllink poor loser  claims  urllink     i admire and respect people who can argue logically, without getting petty or personal.', 'i also admire people who can admit defeat graciously when they lose an argument fair and square.', 'i admire people who hear out other arguments before stating their own, instead of blindly sticking to a stand.', 'i hope to be such a person myself.', 'hah!', ""he doesn't like the fact he can be google bombed too :d  in retrospect, the term  urllink poor loser  seems  to have been very apt since he is most definitely a  urllink poor loser ."", ""okay okay, i'm repeating myself... \n     \n\n  urllink link""]"
"10,December,2003","


       
      new scientist  urllink reports  the freezing of light
     

  urllink link 
    
",['\n\n\n       \n      new scientist  urllink reports  the freezing of light\n     \n\n  urllink link']
"10,December,2003","


       
      i want a  urllink private island 
     

  urllink link 
    
",['\n\n\n       \n      i want a  urllink private island \n     \n\n  urllink link']
"10,December,2003","


       
       urllink hindi movabletype 
     

  urllink link 
    
",['\n\n\n       \n       urllink hindi movabletype \n     \n\n  urllink link']
"09,December,2003","


       
      suggestions are welcome for a new name for this blog... use the comment link to leave a suggestion.
     

 
    
",['\n\n\n       \n      suggestions are welcome for a new name for this blog... use the comment link to leave a suggestion.']
"09,December,2003","


       
      i'm considering a change of name...  not my name.. the name of this blog...   why?  it's a long story...  it goes back to my training as a marketeer... the name ""a blog formerly known as my ramblings and rants"" is far too long and from a branding perspectiv too complicated for anyone to refer. not that anyone is refering to me... but, if someone were to refer to me, then that would be a real problem... a branding nightmare... in fact i can hardly think of any popular blog which has such a long name.   so one needs a snappy one or two words for the blog...
     

 
    
","[""\n\n\n       \n      i'm considering a change of name...  not my name.. the name of this blog...   why?"", 'it\'s a long story...  it goes back to my training as a marketeer... the name ""a blog formerly known as my ramblings and rants"" is far too long and from a branding perspectiv too complicated for anyone to refer.', 'not that anyone is refering to me... but, if someone were to refer to me, then that would be a real problem... a branding nightmare... in fact i can hardly think of any popular blog which has such a long name.', 'so one needs a snappy one or two words for the blog...']"
"09,December,2003","


       
      sony  urllink has announced a 360 degree camera lens .  this has to be the most cool thing in photography since photography itself... :d
     

  urllink link 
    
","['\n\n\n       \n      sony  urllink has announced a 360 degree camera lens .', 'this has to be the most cool thing in photography since photography itself... :d\n     \n\n  urllink link']"
"09,December,2003","


       
      this is so awesome...  urllink the helloworld project 
     

  urllink link 
    
",['\n\n\n       \n      this is so awesome...  urllink the helloworld project \n     \n\n  urllink link']
"09,December,2003","


       
      i  urllink commented  on an  urllink item  on this  urllink poor loser 's blog:    how juvenile...  it's like spitting on a mercedees benz whizzing by, while sitting in a bus...    to figure out the context visit this  urllink poor loser 's blog
     

  urllink link 
    
","[""\n\n\n       \n      i  urllink commented  on an  urllink item  on this  urllink poor loser 's blog:    how juvenile...  it's like spitting on a mercedees benz whizzing by, while sitting in a bus...    to figure out the context visit this  urllink poor loser 's blog\n     \n\n  urllink link""]"
"09,December,2003","


       
      the  urllink toyota prius  claims a fuel efficiency of 55 miles to the gallon...
     

  urllink link 
    
",['\n\n\n       \n      the  urllink toyota prius  claims a fuel efficiency of 55 miles to the gallon...\n     \n\n  urllink link']
"09,December,2003","


       
      self assembling nanobots: here they come...    urllink ibm claims 'self assembly' chip breakthrough 
     

  urllink link 
    
","[""\n\n\n       \n      self assembling nanobots: here they come...    urllink ibm claims 'self assembly' chip breakthrough \n     \n\n  urllink link""]"
"08,December,2003","


       
       urllink hmmm... 
     

  urllink link 
    
",['\n\n\n       \n       urllink hmmm... \n     \n\n  urllink link']
"05,December,2003","


       
      if microsoft  urllink buys  amd...  this is pure speculation of course...
     

  urllink link 
    
",['\n\n\n       \n      if microsoft  urllink buys  amd...  this is pure speculation of course...\n     \n\n  urllink link']
"05,December,2003","


       
      wonders of modern techonlogy alow this man to  urllink get out of trouble     urllink via gizmodo   
     

  urllink link 
    
",['\n\n\n       \n      wonders of modern techonlogy alow this man to  urllink get out of trouble     urllink via gizmodo   \n     \n\n  urllink link']
"05,December,2003","


       
      economist.com  urllink has  this analysis on the indian railways. if it were privatised. god only knows how it would run. if it were not there. god only knows how this country would run...
     

  urllink link 
    
","['\n\n\n       \n      economist.com  urllink has  this analysis on the indian railways.', 'if it were privatised.', 'god only knows how it would run.', 'if it were not there.', 'god only knows how this country would run...\n     \n\n  urllink link']"
"04,December,2003","


       
       urllink this  is a curious article on mid-day. it talks of a meteoric rise of the miday stock in response to speculative trading. this is all the more curoius because other media stocks are flat.  of course rumours of buyout of midday means that speculators are at play. and some talk of my company as being one of the suitors. that seems to be unlikely as there is some internal movement my company launching an afternoon paper in mumbai. 
     

  urllink link 
    
","['\n\n\n       \n       urllink this  is a curious article on mid-day.', 'it talks of a meteoric rise of the miday stock in response to speculative trading.', 'this is all the more curoius because other media stocks are flat.', 'of course rumours of buyout of midday means that speculators are at play.', 'and some talk of my company as being one of the suitors.', 'that seems to be unlikely as there is some internal movement my company launching an afternoon paper in mumbai.', 'urllink link']"
"04,December,2003","


       
      roland piquepaille in  urllink can you pay u.s. programmers at overseas salaries?     while cmarket has solved its immediate challenge, the implications of jon's approach are potentially mind-bending. what if other companies begin taking the same approach -- offering indian-style wages to american workers? on the positive side, we could begin to solve our job-creation problems. but on the negative side, america's standard of living would inevitably decline. there's only one way to find out for sure how it all might shake out, and that is for other executives to replicate jon's experiment. the results could be quite interesting.    what is irritating about this is that america waves the flag of globalisation and when globalisation hits it, it goes screaming like a baby...   this is similar to the visa regimes instituted by the west post world war ii, trying to stop the influx of immigrants to maintain a better standard of living. when people world over figured that manufacturring in poorer countries is cheaper and businesses started moving manufacturing... america started screaming like a baby again about labor standards et al.   conclusion of this rant: if you want globalisation, allow free flo of labour. oops, you can't do that... otherwise indians will take over your tech jobs... :d
     

  urllink link 
    
","['\n\n\n       \n      roland piquepaille in  urllink can you pay u.s. programmers at overseas salaries?', ""while cmarket has solved its immediate challenge, the implications of jon's approach are potentially mind-bending."", 'what if other companies begin taking the same approach -- offering indian-style wages to american workers?', 'on the positive side, we could begin to solve our job-creation problems.', ""but on the negative side, america's standard of living would inevitably decline."", ""there's only one way to find out for sure how it all might shake out, and that is for other executives to replicate jon's experiment."", 'the results could be quite interesting.', 'what is irritating about this is that america waves the flag of globalisation and when globalisation hits it, it goes screaming like a baby...   this is similar to the visa regimes instituted by the west post world war ii, trying to stop the influx of immigrants to maintain a better standard of living.', 'when people world over figured that manufacturring in poorer countries is cheaper and businesses started moving manufacturing... america started screaming like a baby again about labor standards et al.', 'conclusion of this rant: if you want globalisation, allow free flo of labour.', ""oops, you can't do that... otherwise indians will take over your tech jobs... :d\n     \n\n  urllink link""]"
"04,December,2003","


       
       urllink this  wired story comments on natural monopolies. while commenting on the economics, gives the instance of burlingon.
     

  urllink link 
    
","['\n\n\n       \n       urllink this  wired story comments on natural monopolies.', 'while commenting on the economics, gives the instance of burlingon.', 'urllink link']"
"02,December,2003","


       
       urllink dna assembles nanotube transistor 
     

  urllink link 
    
",['\n\n\n       \n       urllink dna assembles nanotube transistor \n     \n\n  urllink link']
"02,December,2003","


       
      phone cum camera cum mp3 player or only a camera?   urllink camera phones set to prompt price cuts on digital still cameras ... they better fal somewhat quickly as i'm looking for a nice high quality digicam for sometime...
     

  urllink link 
    
","['\n\n\n       \n      phone cum camera cum mp3 player or only a camera?', ""urllink camera phones set to prompt price cuts on digital still cameras ... they better fal somewhat quickly as i'm looking for a nice high quality digicam for sometime...\n     \n\n  urllink link""]"
"02,December,2003","


       
      this image is part of a  urllink gigapixel image    
     

  urllink link 
    
",['\n\n\n       \n      this image is part of a  urllink gigapixel image    \n     \n\n  urllink link']
"02,December,2003","


       
      last night i started reading  urllink for god, country, and coca-cola  by mark pendergrast...   it traces the history of coca-cola from the early days of being a patent (quack) medicine as a rip off by pemberton, of something that was then sold as vin marini... the buying out my asa candler, the early blanket marketing by robinson... the rumours of cocaine content, and the subsequent removal fo cocaine from the formula. earlly advertising, the journey from being a medicine, to a cocaine laced soft drink to a simply refreshing cold drink. the book reads like a thriller. i've reached a point where robert woodruff has just taken over the company...
     

 
    
","['\n\n\n       \n      last night i started reading  urllink for god, country, and coca-cola  by mark pendergrast...   it traces the history of coca-cola from the early days of being a patent (quack) medicine as a rip off by pemberton, of something that was then sold as vin marini... the buying out my asa candler, the early blanket marketing by robinson... the rumours of cocaine content, and the subsequent removal fo cocaine from the formula.', 'earlly advertising, the journey from being a medicine, to a cocaine laced soft drink to a simply refreshing cold drink.', 'the book reads like a thriller.', ""i've reached a point where robert woodruff has just taken over the company...""]"
"01,December,2003","


       
      first i lost the posts then i got them back... what gives?
     

 
    
",['\n\n\n       \n      first i lost the posts then i got them back... what gives?']
"01,December,2003","


       
      i'm reposting the hotmail post without the text...   urllink   
     

 
    
","[""\n\n\n       \n      i'm reposting the hotmail post without the text...   urllink""]"
"01,December,2003","


       
      i seem to have lost todays posts...   that's wired's list of must have toys and the new hotmail interface...
     

 
    
","[""\n\n\n       \n      i seem to have lost todays posts...   that's wired's list of must have toys and the new hotmail interface...""]"
"01,December,2003","


       
      looks different and nice, has a drop down menu bar on top which makes it easier to use. junk mail and filing options are different. seems to be yet another facelift...  urllink    
     

 
    
","['\n\n\n       \n      looks different and nice, has a drop down menu bar on top which makes it easier to use.', 'junk mail and filing options are different.', 'seems to be yet another facelift...  urllink']"
"01,December,2003","


       
      bbc reports  urllink no volunteers for orgasm implant ... ;)
     

  urllink link 
    
",['\n\n\n       \n      bbc reports  urllink no volunteers for orgasm implant ... ;)\n     \n\n  urllink link']
"01,December,2003","


       
       urllink wired has  some cool must buys... the sony dsc-f828 and the skrail suspension are my favorites...
     

  urllink link 
    
",['\n\n\n       \n       urllink wired has  some cool must buys... the sony dsc-f828 and the skrail suspension are my favorites...\n     \n\n  urllink link']
"01,December,2003","


       
      ok a little mor investigation reveals that.. the coffee warmer being discussed, is not the one being talked about earlier... i wonder if this one works...
     

 
    
","['\n\n\n       \n      ok a little mor investigation reveals that.. the coffee warmer being discussed, is not the one being talked about earlier... i wonder if this one works...']"
"01,December,2003","


       
       urllink further investigation  reveals... that the much aclaimed usb coffeee warmer is a piece of crap...
     

 
    
",['\n\n\n       \n       urllink further investigation  reveals... that the much aclaimed usb coffeee warmer is a piece of crap...']
"01,December,2003","


       
      a  urllink usb coffee warmer . this i got to have...    urllink  via boing boing 
     

  urllink link 
    
","['\n\n\n       \n      a  urllink usb coffee warmer .', 'this i got to have...    urllink  via boing boing \n     \n\n  urllink link']"
"01,December,2003","


       
      today was election day in  urllink delhi , and the streets were empty. i rocketed through on the way to work... 
     

  urllink link 
    
","['\n\n\n       \n      today was election day in  urllink delhi , and the streets were empty.', 'i rocketed through on the way to work... \n     \n\n  urllink link']"
"30,January,2004","


       
       urllink new scientist  reports on smart cell phone antennas, which have autonomous software agents which can talk to neighbouring antennas and do load balancing... this is goign into to testing during the athens olympics
     

  urllink link 
    
","['\n\n\n       \n       urllink new scientist  reports on smart cell phone antennas, which have autonomous software agents which can talk to neighbouring antennas and do load balancing... this is goign into to testing during the athens olympics\n     \n\n  urllink link']"
"21,January,2004","


       
       urllink pickled dragon mystery 
     

  urllink link 
    
",['\n\n\n       \n       urllink pickled dragon mystery \n     \n\n  urllink link']
"21,January,2004","


       
       urllink missile art 
     

  urllink link 
    
",['\n\n\n       \n       urllink missile art \n     \n\n  urllink link']
"21,January,2004","


       
      talk about the unbelievable...   urllink headbanging blind mole rat uses sonar to find its way 
     

  urllink link 
    
",['\n\n\n       \n      talk about the unbelievable...   urllink headbanging blind mole rat uses sonar to find its way \n     \n\n  urllink link']
"21,January,2004","


       
      in an economist feature  urllink the world in 2004  a story on the smart dust revolution.  alun andersen, the editor in chief comments that for decades we have considered progress to be packing of more and more transistors on less and less silicon... progress he argues is, things like the coming smart dust revolution. smart dust or more accurately networked intelligenece to do  hazaar  things like do remote surveliiance for the military. or the use of rfid in supermarkets... enabling tracking of merchandise and a  fully automated staff less  supermakret...    for almost 40 years we have all been subscribing to a simple dogma about the growth of the information age: progress means making more and more computing power available at lower and lower prices. back in 1965 gordon moore laid out his famous law that the number of components that could be squeezed on to a silicon chip would double every year or two. now everybody can buy a laptop computer with the computing power that entire nations were aspiring to in the 1970s.  moore’s law still has a long future. but in 2004 the belief that progress means packing in ever more computing power will be seen as far too narrow. just arriving is another kind of information revolution, driven by the ability to manufacture billions of tiny, intelligent communicating sensors. capable of organising themselves into networks, intelligent sensors will make up for their small brains by their immense numbers.  
     

  urllink link 
    
","['\n\n\n       \n      in an economist feature  urllink the world in 2004  a story on the smart dust revolution.', 'alun andersen, the editor in chief comments that for decades we have considered progress to be packing of more and more transistors on less and less silicon... progress he argues is, things like the coming smart dust revolution.', 'smart dust or more accurately networked intelligenece to do  hazaar  things like do remote surveliiance for the military.', 'or the use of rfid in supermarkets... enabling tracking of merchandise and a  fully automated staff less  supermakret...    for almost 40 years we have all been subscribing to a simple dogma about the growth of the information age: progress means making more and more computing power available at lower and lower prices.', 'back in 1965 gordon moore laid out his famous law that the number of components that could be squeezed on to a silicon chip would double every year or two.', 'now everybody can buy a laptop computer with the computing power that entire nations were aspiring to in the 1970s.', 'moore’s law still has a long future.', 'but in 2004 the belief that progress means packing in ever more computing power will be seen as far too narrow.', 'just arriving is another kind of information revolution, driven by the ability to manufacture billions of tiny, intelligent communicating sensors.', 'capable of organising themselves into networks, intelligent sensors will make up for their small brains by their immense numbers.', 'urllink link']"
"21,January,2004","


       
      don't want to register for to read or use a website visit  urllink bugmenot.com  via  urllink digital deliverance 
     

  urllink link 
    
","[""\n\n\n       \n      don't want to register for to read or use a website visit  urllink bugmenot.com  via  urllink digital deliverance \n     \n\n  urllink link""]"
"21,January,2004","


       
      talk about crazy inventions... matsushita has developed an  urllink intelligent screwdriver . it can be pre-programmed. as one readerd somments on the quoted post. it is more a luxury item than a practical tool...  an even better quote...   my sears el-cheapo 14v screwdriver is a fair bit damn more intelligent than that one, i'd bet...   ... it's powered by my finger, which has a pretty straight pipe to my brain.  beat that, matsushita.  :)  
     

  urllink link 
    
","['\n\n\n       \n      talk about crazy inventions... matsushita has developed an  urllink intelligent screwdriver .', 'it can be pre-programmed.', 'as one readerd somments on the quoted post.', ""it is more a luxury item than a practical tool...  an even better quote...   my sears el-cheapo 14v screwdriver is a fair bit damn more intelligent than that one, i'd bet...   ... it's powered by my finger, which has a pretty straight pipe to my brain."", 'beat that, matsushita.', ':)  \n     \n\n  urllink link']"
"21,January,2004","


       
      after th eporn weblog, we now have porn search engine  urllink booble.com  
     

  urllink link 
    
","['\n\n\n       \n      after th eporn weblog, we now have porn search engine  urllink booble.com  \n     \n\n  urllink link']"
"06,January,2004","


       
      i think this  urllink magnetic cup holder  is worth having...
     

  urllink link 
    
",['\n\n\n       \n      i think this  urllink magnetic cup holder  is worth having...\n     \n\n  urllink link']
"06,January,2004","


       
       urllink subterrane - how to build an h-bomb 
     

  urllink link 
    
",['\n\n\n       \n       urllink subterrane - how to build an h-bomb \n     \n\n  urllink link']
"05,January,2004","


       
       urllink ebay item 2976980274  is selling a presidential election vote... so much for democracy...
     

  urllink link 
    
",['\n\n\n       \n       urllink ebay item 2976980274  is selling a presidential election vote... so much for democracy...\n     \n\n  urllink link']
"12,February,2004","


       
      moving using  urllink nothing  at all.
     

  urllink link 
    
","['\n\n\n       \n      moving using  urllink nothing  at all.', 'urllink link']"
"02,February,2004","


       
      harvard is  urllink starting  a student porn magazine called h - bomb. india has a long long way to go... it'd seem...
     

  urllink link 
    
","['\n\n\n       \n      harvard is  urllink starting  a student porn magazine called h - bomb.', ""india has a long long way to go... it'd seem...\n     \n\n  urllink link""]"
"02,February,2004","


       
       urllink patent number two was invented by patent number one!   whatever will they think of next... 
     

 
    
","['\n\n\n       \n       urllink patent number two was invented by patent number one!', 'whatever will they think of next...']"
"27,April,2004","


       
      i hired an air conditioner for the season... that leaves the tv, cable gas connection and a fridge
     

 
    
","['\n\n\n       \n      i hired an air conditioner for the season... that leaves the tv, cable gas connection and a fridge']"
"25,April,2004","


       
      i moved houses today. happiness! my own place finally...   now all i need is an air conditioner, tv, cable and a fridge...
     

 
    
","['\n\n\n       \n      i moved houses today.', 'happiness!', 'my own place finally...   now all i need is an air conditioner, tv, cable and a fridge...']"
