Address,BuildingArea,YearBuilt
9/1264 Glen Huntly Rd,,
4/70 Woornack Rd,,
3A Church Rd,301.0,2014.0
1/21 Stanley St,,
2/32 Valetta St,,
21 Hellenic Ct,182.0,1991.0
6 Paras Dr,105.0,1970.0
29 Protea St,116.0,2003.0
13 Rundle Dr,117.0,1998.0
17 Arthur St,133.0,1915.0
14 Jupiter St,140.0,1950.0
522 Kooyong Rd,,
41 Moore St,,
17 Sheffield St,96.0,1943.0
40 Spring Rd,,
8 Steele St,,1950.0
3 Sycamore St,164.0,1890.0
9 Binalong Av,85.0,1960.0
4 Glenora St,,
5 Baringhup St,,
25 Monterey Dr,144.0,2017.0
11 Stuart Av,,
22 Kingswood Dr,,
11 Christopher Ct,,
8 Jordan St,,
1/43 Rosebank Av,,
2 Barries Pl,,
9/2 Groom St,,
4/28 Groom St,,
4/165 Noone St,,
1 Peckville St,,1890.0
3/23 Baxter St,,
1 Lever St,,
26 McKay St,97.0,1900.0
7/345 Moreland Rd,,
5 Shackell St,,
6/7 Wardens Wk,,
5 Anzac Av,,
10 Marama St,,
802/55 Islington St,,
60 Keele St,,
6 Edi Ct,137.0,1950.0
46 Claremont St,,2009.0
4 Cropton Ri,,
8 Dashing Rd,163.0,2013.0
57 Dorchester St,167.0,1990.0
22 Evergreen Cr,176.0,2014.0
62 Gateshead St,,
26 Milswyn St,,
5 Riverway Vw,,
86A Royal Tce,,2011.0
52 Chestnut St,,
9a Arundel St,,
19 Elmore Av,210.0,2009.0
12 Kalinda Rd,111.0,1965.0
2/7 Morris Rd,,
2 Oakwood Ri,,
46a Vernon St,,
10 Federation Gln,,
4 Ouyen Ct,93.0,1960.0
65 Benga Av,,
1/1 Vizard St,,
13 Finsbury Ct,121.0,1975.0
93 Hennessy Wy,217.0,1999.0
78 Loch Rd,199.0,1975.0
4 Sherwood Cr,267.0,1990.0
3 Suffolk Rd,,
2/11 Peverill St,,
30 Edmondshaw Dr,,
36 Jonah Pde,126.0,2009.0
14 Currawong Ct,243.0,2004.0
4 Miners Ct,,
17 Colin Ct,,
17 Jannali Dr,140.0,1980.0
8 Kathrin Av,174.0,1970.0
2 Lackenheath Ct,,
22 Pickworth Dr,148.0,1975.0
28 Shelford Gr,151.0,1970.0
5 Boronia Gr,,
1 Dilkara Ct,,
18 Dryden St,114.0,1960.0
3/4 Koala Ct,,
8 Silvana Ct,,
14 Thea Gr,,
2/7 Allara Ct,,
18 Pine Rdg,,
7 Clancy Wy,134.0,2014.0
37 Fortress Rd,139.0,2010.0
54 Merredin Cct,405.0,2012.0
5 Windermere Pde,,
17 Durham St,,
2/11 Silverdale Rd,,
34A Waldemar Rd,,
203/1 Powlett St,,
32A Berry Av,,
3/77 Northcliffe Rd,,
2/237 Station St,,
8 Buxton St,,
25 Park St,189.0,1925.0
8 Prentice St,180.0,1890.0
410/28 Riddell Pde,,
78 Riddell Pde,215.0,1890.0
3/31 St Georges Rd,,
14/20 Victoria St,,
24 Jayson Av,,
37 Kalbar Rd,,1992.0
7/28 Livingstone Rd,,
3/33 Luck St,,
1248 Main Rd,,
205 Progress Rd,,
11 Addison St,315.0,1920.0
7/95 Addison St,,
8/131 Brighton Rd,,
10 Kingsley St,503.0,2009.0
127 Tennyson St,117.0,1930.0
9/130 Tennyson St,,
3/210 Tennyson St,,
2/33 Tennyson St,,
42 Wave St,153.0,1928.0
7 Ambrosia Ct,390.0,2001.0
37 Bacchus Dr,189.0,2010.0
28 Bail St,0.0,2010.0
861 Edgars Rd,,2013.0
2/12 Grimwade Ct,,
18 Keith Av,,
19 Maserati Dr,263.0,2001.0
9 Alfred Rd,144.0,1960.0
4/19 Ballater St,,
6 Cudmore St,,
60 Forrester St,,
102 Hoffmans Rd,,1950.0
4/37 Miller St,,
2a Nimmo St,,1990.0
58a Nimmo St,277.0,2016.0
12/82 Raleigh St,,
7/6 Sturt St,,
4/432 Buckley St,,
263 Gillies St,160.0,2010.0
25/262 Heidelberg Rd,,
18 Hood Cr,100.0,1960.0
139 McBryde St,,
4 Selola Ct,148.0,1960.0
21 Twyford St,,
32 Tyrrell Cr,93.0,1960.0
502/176 Argyle St,,
6/192 Argyle St,,
194 Moor St,,
348 Napier St,,
207 Young St,192.0,
25 Ivan St,,
25 Liverpool St,133.0,1890.0
55 McKean St,,
450 Queens Pde,224.0,1910.0
16 Taplin St,,
34 Taplin St,,
10/37 Bignell St,,
34 Bryant St,,
1/4 Eldridge St,,
23 Gallant St,102.0,1910.0
5/38 Lynch St,,
6/38 Lynch St,,
24 Heathcote Dr,247.0,
540 Springvale Rd,,
27 Foot St,,
13 Royle St,,
4 Neil St,,
2/4 Francis Cr,,
47 Goode St,231.0,2017.0
7 Rodwell Pl,,
2/33 MacGowan Av,,
1A Britten St,,
2/66 Edgar St N,,
166 Finch St,,
19 Hope St,140.0,1995.0
2a Howard St,,
17 Nepean St,,1920.0
14 Netherlee St,234.0,1910.0
2/11 Evelyn St,,
2/48 Fairhills Pde,,
8 Glenwood Av,,
5/673 High Street Rd,,
1/1 Landridge St,,
4A Martin Pl,,
2/4 Myers Av,,
2 Ash Ct,,
191 Daley St,,
10 Glenroy Rd,135.0,1955.0
56 Corowa Cr,,
11 Duncan Av,114.0,1990.0
486 Greensborough Rd,,
5/20 Hobson St,,
1/5 Moodie St,,
3/71 Nell St,,
223 Nepean St,160.0,1960.0
36 Wahroonga Cr,333.0,1980.0
40 Warralong Av,,1970.0
29 William St,,
12 Dorrington St,,
5 Edinburgh Ct,,
97 Frontier Av,158.0,2016.0
64 Horizon Bvd,,
15 Curtin Av,114.0,1950.0
24 David St,,
33 David St,,
9 Fewster Rd,,
27 Grenville St,,
28A Kendall St,,
23 Katoomba St,,2015.0
42 Berkeley St,,
2/18 Connell St,,
7/30 Elm St,,
13/574 Glenferrie Rd,,
219/2 Golding St,,
8/2 Grattan St,,
20 Henry St,,
66 Illawarra Rd,350.0,1930.0
32 Lisson Gr,,
17 Power St,240.0,1890.0
15/179 Power St,,
4/11 Reserve Rd,,
14 Salisbury Gr,170.0,1890.0
29 Lingwell Rd,214.0,1890.0
13 Miami St,,
7/29 Rathmines Rd,,
4 Maureen Ct,,
41 Barrow Dr,199.0,2012.0
172 Bedford Rd,166.0,1960.0
81 Campbell St,90.0,1960.0
9 Headline Ct,184.0,1985.0
13A Almay Gr,197.0,2013.0
4/9 Clyde Ct,,
9 Burns Ct,,
10 Ceramics La,,
4 Marchant St,,
44 Miller St,,
1/71 Allenby Rd,,
83 Royal Cr,296.0,1998.0
111 Bethany Rd,158.0,2002.0
21 Crowe St,,
25 Hampstead Dr,150.0,1986.0
6 Morell Pl,,
311 Morris Rd,,
12 Roseland Cr,,
49 Strathmore Cr,147.0,1990.0
19 Warringa Cr,130.0,1985.0
35 Woolpack St,182.0,2000.0
73 Bond St,,
9 Ford St,217.0,1925.0
2/110 Hawker St,,
114 Ivanhoe Pde,190.0,1945.0
1/28 Myrtle St,,
2/64 St Elmo Rd,,
103 The Boulevard,316.0,2000.0
14 Toora St,178.0,1920.0
2/33 Carmichael St,,
28 Otterington Gr,,1939.0
170 The Boulevard,216.0,1950.0
27 Hendricks Cr,85.0,1990.0
46 Bundeena Av,186.0,1990.0
46 Campaspe Cr,,
16 Grant Gr,129.0,1970.0
1 Maurice Ct,,
3/20 Neville St,,
184 Rachelle Rd,272.0,1980.0
58 The Crossway,,
13 Albermarle St,138.0,1891.0
302/108 Altona St,,
220 Cotham Rd,221.0,1899.0
23 Duke St,447.0,2011.0
158 Eglinton St,,
10 Gellibrand St,,
21 Marshall Av,278.0,1930.0
13/62 Mary St,,
3/32 Ridgeway Av,,
157 Wellington St,235.0,2010.0
6 Kitchener St,,
8 Burns Gr,,
35 Green Av,85.0,1965.0
5/20 Bishop St,,
107 Wales St,,
4 Strawberry Rd,210.0,2004.0
5 Andes Ct,132.0,1972.0
12 Cranhaven Rd,265.0,1991.0
68 Maher Rd,,
27 Tyquin St,,
20 Lincoln Dr,144.0,1973.0
20A Lincoln Dr,92.0,1970.0
7/15 Cooley Av,,
18 Cooley Av,,
28 Dunvegan Cr,,
8 Hinkler Av,,
25 May St,,
69 Torbay St,,
2/88 Torbay St,,
4/28 Thomson St,,
4 Wallace St,,
204/36 Bonview Rd,,
7/14 Elizabeth St,,
41 Thanet St,276.0,1915.0
15/5 Warner St,,
100A Argyll St,213.0,2015.0
34 Boston Av,199.0,1925.0
53a Bowen St,,
2 Deakin St,112.0,1890.0
13 Emo Rd,331.0,1889.0
1794 Malvern Rd,205.0,1930.0
4/17 Moama Rd,,
17 Serrell St,255.0,1920.0
1/9 Tollington Av,,
24 Turner St,,
23 Vickery St,141.0,2008.0
256 Waverley Rd,306.0,2008.0
31 Webster St,,
8A Warrs Rd,,
16 Inverleigh Ct,,
2/7 McNicol Cl,,
14 Yandoit Ct,105.0,1970.0
98/33 La Trobe St,,
201/118 Russell St,,
1801/469 St Kilda Rd,,
133/539 St Kilda Rd,,
1 Hilton Wy,131.0,1990.0
11 Bourke St,114.0,1970.0
13 Balfour Dr,178.0,2010.0
36 Jackaroo St,,
7 Oatmeal Wy,,
23 Ellscott Bvd,,
308 Richardson St,188.0,1890.0
386 Richardson St,158.0,1900.0
6 Bean Ct,112.0,2000.0
3 Dorrington Ct,,
3 Fenech Cl,129.0,1992.0
2/62 Golf Links Dr,,
27 Jacaranda Dr,120.0,1990.0
23 Kellaway Cr,180.0,1985.0
14 Melia Ct,,1986.0
5 Olsen Wk,,
11 Marlborough St,240.0,1880.0
17 Proudfoot St,,
11A Rostrevor Pde,187.0,1990.0
4/3 Rowland St,,
203/766 Whitehorse Rd,,
1/14 Wilson St,,
1/12 Davey Rd,,
2/193 Rattray Rd,,
1/70 Sackville St,,
11 Bloom St,134.0,1950.0
13/53 Buckley St,,
11 Holberg St,281.0,1990.0
6 Newton Pde,94.0,1920.0
22 Norfolk St,215.0,2012.0
1/36 Clay St,,
26 Diane Cr,95.0,1960.0
6 Numeralla St,107.0,1980.0
4/66 Barkly St,,
52 Scarlet St,241.0,1985.0
58 Carrol Gr,,
1/9 Charlton St,,
26 Headingley Rd,,1951.0
2/336 Huntingdale Rd,,
2/2 Lynden Gr,,
2 Madison Ct,,
7 Meredith St,,
2/12 Knell St,,
33 Merrill St,,
33 Roberts Av,,
51 Tiverton Dr,130.0,1970.0
13 Doris St,,
3/19 Dunoon St,,
5/1 Kitmont St,,
2/33 Railway Pde,,
46 Alma Tce,,1920.0
45 Elizabeth St,184.0,1980.0
61 Home Rd,,
101 River St,139.0,1920.0
78 Woods St,172.0,1950.0
41a Haldane Rd,,
2/66 Hotham Rd,,
3/503 Keilor Rd,,
45 Shaw St,102.0,1950.0
5/31 Dunblane Rd,,
1/42 Liege Av,,
42 Curzon St,145.0,1855.0
319/68 Leveson St,,
112/150 Peel St,,
101/4 Beavers Rd,,
69 Bridge St,,
16 Candy St,135.0,1910.0
271 Heidelberg Rd,,1920.0
1/341 Heidelberg Rd,,
8 Henderson St,101.0,1930.0
19 Osborne St,,
506/17 Robbs Pde,,
3/20 Westgarth St,,
1/134 Junction Rd,,
3/31 Mount Pleasant Rd,,
401 Springfield Rd,140.0,1950.0
2 William St,190.0,1920.0
5 Elysium Cr,,
2 Howden St,,
1/57 MacRina St,,
6/249 Grange Rd,,
31 Lillimur Rd,,
11/34 Lillimur Rd,,
9/498 North Rd,,
27 Thompson St,209.0,1940.0
10 Scordia Pl,250.0,2010.0
4/17 Bay St,,
23 Davey St,,1950.0
20A Victoria St,,
20/238 The Avenue,,
2C Heath St,120.0,2005.0
3/6 Marks St,,
2/10 Oak St,,
20 Prospect St,,
27 View St,,
6 Zenith St,163.0,1960.0
3 Galveston Av,,
26 Goulding Dr,,
20 Airlie Av,161.0,2010.0
17 Arbour Av,283.0,2011.0
12 Bliss St,205.0,2009.0
3 Durack Ct,,2004.0
9 Marlin Cr,152.0,2010.0
10 Tropic Cct,136.0,2011.0
25 Barak Rd,,
704/65 Beach St,,
4 Hygeia St,180.0,1940.0
5/33 Johnston St,,
8/50 Johnston St,,
420/70 Nott St,,
58 Ross St,,
406/2 Rouse St,,
2 Swallow St,205.0,2000.0
51 Chomley St,140.0,1910.0
21/43 Grandview Gr,,
576 High St,145.0,1915.0
53 Highbury Gr,125.0,1930.0
5/25 Irving Av,,
4/7 Lewisham Rd,,
44 Wrights Tce,207.0,1885.0
67 York St,82.0,1910.0
13 Adeline St,447.0,1930.0
3/31 Bailey Av,,
6 Bellarine St,,
31A Benambra St,,
3/94 Bruce St,,
2 Clara St,130.0,1945.0
1 Emerald St,112.0,2016.0
23 Etnam St,,
2/8 Furzer St,,
34A Grange St,120.0,2005.0
15 Murphy St,,
2 Olver St,,
31 Scotia St,,
38 Sheila St,,1950.0
42 William St,,1920.0
103 Paterson St,,
5/24 Ashley St,,
18 Boldrewood Pde,93.0,1958.0
13 Clingin St,,
3/59 Clingin St,,
3/50 Darebin Bvd,,
53a Dundee St,,
29 Excelsior St,119.0,2015.0
47 Henty St,,1940.0
2/18 Hobbs Cr,,
1/75 North Rd,,
100 Oconnor Ct,,
2/25 Oconnor St,,
10 Odonnell St,,
2/59 Pickett St,,
20 Rubicon St,,
67 Seston St,86.0,1950.0
1/81 St Vigeons Rd,,
85 Summerhill Rd,,
2/91 Thackeray Rd,,
13 Barkly Av,,
506/32 Bosisto St,,
64 Buckingham St,,
104/18 Coppin St,,
69 Erin St,109.0,1890.0
14A Manton St,,
11/203 Punt Rd,,
35/69 River St,,
1/5 Stillman St,,
9/408 Victoria St,,
5 Sutherlands Rd,,
5 Lade Ct,,
1/12 Lena Gr,,
2/3 Margaret St,,
5/4 Nelson St,,
5 Hunter Ct,111.0,1965.0
50 Kemps St,,
17 Talofa Av,172.0,1950.0
17 Debbie Pl,195.0,1985.0
10 Suzanne Ct,161.0,1981.0
140 Bellevue Av,,
68 Bellevue Av,,1920.0
49 Davies St,,
111 Hodgson St,,
9 Hylton Cr,,
6 Kathleen St,,
3/37 Millicent St,,
5 Rowell St,215.0,1950.0
1 Ideal Ct,,
154 Taylors La,,
67 Lockwood Dr,,
7 Shearer Pl,160.0,1998.0
24 Codrington St,249.0,1920.0
27 Nelson St,,
3A Raith Av,,
35 Zarro St,,
36 Zarro St,112.0,1970.0
19 Raymond Rd,109.0,1950.0
5/13 Wisewould Av,,
82 Albert St,92.0,1910.0
1/45 Paxton St,,
53 Eastern Rd,,
46 Glover St,83.0,1880.0
44 Raglan St,,
8 Arrowgrass St,,
26 Kingfisher Pl,184.0,1995.0
184 Meridian Dr,340.0,2005.0
11 Bunalbo Av,140.0,1900.0
604/800 Chapel St,,
24 Clara St,212.0,1900.0
2/29 Coolullah Av,,
2/57 Darling St,,
7/13 Hawksburn Rd,,
3/25 Rockley Rd,,
505/200 Toorak Rd,,
21/384 Toorak Rd,,
25 Tyrone St,112.0,1895.0
15/19 Yarra St,,
3/106 Southbank Bvd,,
2/1 Lee Av,,
35 Austin St,,
3/73 McArthur Av,,
9 Nadur Ct,,
15 Stradbroke Dr,152.0,2000.0
44 Tamboon Dr,,
11/287 Barkly St,,
11/57 Chapel St,,
21/64 Fitzroy St,,
3/46 Greeves St,,
6/58 Grey St,,
9 Irymple Av,177.0,1920.0
26/23 Mitford St,,
6/340 St Kilda Rd,,
10/36 Waterloo Cr,,
46 Hayes Rd,,
39 Henshall Rd,183.0,1950.0
57 Strathnaver Av,,
23 Wendora St,,
52 Backhaus Av,119.0,2010.0
42 Burke Rd,140.0,1980.0
310 Elizabeth Dr,149.0,1970.0
26 Forrest St,,
46 Rosenthal Bvd,,
5 Starflower Wy,213.0,2009.0
157 Cornwall Rd,,
1 Farnsworth St,,1950.0
25 Hertford Rd,,
22 High St,,
11 Robinson St,125.0,1956.0
19A Rosdale Pl,,
374 Ballarat Rd,143.0,1955.0
20 Coronation St,,
37 Westmoreland Rd,140.0,1970.0
96 Westmoreland Rd,,
8 Apollo Pl,,
13 Callaway Bvd,,
53 Dalton St,,1970.0
30 Dresden Wy,,
9 Beech St,281.0,1890.0
4/314 Canterbury Rd,,
9/19 Elm St,,
5 Graham St,161.0,1930.0
5 Junction Rd,,
4 Hay Av,,
60 Corryong Cr,204.0,1980.0
12 Nolan Pl,291.0,2007.0
303 Church Rd,393.0,1990.0
4 Durkin Ct,217.0,1980.0
23 Jenkins Dr,,
25 Matisse Dr,,2000.0
8 Strand Ct,236.0,1980.0
19 Wensley Ct,380.0,1990.0
291 High St,235.0,2004.0
4 Hodgson St,,
65 Lowan Av,160.0,1970.0
163 Swanston St,,
10 Tasker St,,1970.0
2 Glebe Pl,,
4/56 Heyington Av,,
3/6 Heyington Av,,
121 Spring St,,
2/100 Collins St,,
3/53 Collins St,,
12/74 Dundas St,,
69 Flinders St,,
92 Flinders St,,
260a Gooch St,,
211 Mansfield St,,
63 Miller St,16.0,1940.0
213 Raleigh St,113.0,1940.0
244B Rossmoyne St,,
335 Rossmoyne St,139.0,1952.0
388a Station St,,
388b Station St,,
15 Fairbairn Rd,203.0,1900.0
1/761 Malvern Rd,,
9/24 Mathoura Rd,,
65 Mathoura Rd,,
3/66 Mathoura Rd,,
5/74 Mathoura Rd,,
4/3 Tahara Rd,,
6/18 Tintern Av,,
1/20 Tintern Av,,
34 Cascade Dr,,
2 Jennifer Ct,,
2 Lyrebird Ct,111.0,1978.0
5 Moray Gr,,
237 Warburton Hwy,,
40 Brentwood Dr,,
30 Gresford Rd,220.0,1980.0
6 Grove Wy,,
18 Pound Rd,215.0,1990.0
11 Barry St,,
41 Yerrawa Dr,,
78 Sellars St,154.0,1960.0
22 Albany Ct,277.0,
7 Broken Ct,100.0,1982.0
40 Duncans Rd,271.0,
20 Goegan St,125.0,1975.0
90 Kookaburra Av,141.0,1982.0
54 Torrens St,,1985.0
532 Barkly St,75.0,
342 Geelong Rd,,1930.0
9/21 Hampton Pde,,
123 Suffolk St,,
32 Shadforth St,350.0,
31 Alex Av,416.0,2016.0
29 Bramley Cr,133.0,1970.0
41 Heatherlea Dr,253.0,1975.0
319 Lum Rd,,
6 Threadbow Cr,,
18 Charles St,50.0,1915.0
16 Hannan St,244.0,1910.0
12 Melbourne Rd,155.0,1915.0
193 Melbourne Rd,120.0,1900.0
38 Perry St,150.0,1970.0
39 Sandpiper Pl,28.0,2000.0
95 Verdon St,640.0,1891.0
1/237 Dandenong Rd,,
1/3 Ellesmere Rd,,
3 Lewisham La,144.0,1990.0
3/11 Lincoln Pl,,
22 Normanby Pl,84.0,1910.0
4/113 Punt Rd,,
101 Eaststone Av,207.0,2014.0
10 Empress Av,256.0,2015.0
136 Highpark Dr,189.0,
18 Bolton Rd,,
3 Brett Pl,,
24 Coleen St,,
8 Corris St,216.0,1935.0
170 Stephen St,190.0,1915.0
12 Stewart St,92.0,1900.0
4/9 West Ct,,
41 Broomfield Av,187.0,1925.0
14 Charles Rd,,
84 Myers Pde,190.0,1990.0
744 High St,,
47 Branagan Dr,250.0,
8 Corhampton Rd,,
1/31 Hatfield St,,
1/300 Bayswater Rd,,
3/9 Gardiner St,,
143 Viewgrand Dr,274.0,2010.0
25 Blackburn Rd,,
28 Diana Dr,,
2A Junction Rd,147.0,2017.0
1 Garner Ct,215.0,1940.0
3 Donald Ct,,
2/374 Dorset Rd,,
1/2 Henry St,,
2B Barkly St,,
26 Colin Ct,120.0,1975.0
65 Graham St,90.0,1970.0
6 Bennie St,133.0,1920.0
33 Roberts St,108.0,2007.0
1/26 Hopetoun Av,,
5/1 Manica St,,
102/2 Olive York Wy,,
42 Apex Cr,240.0,
6 Gisborne St,,
5 Latrobe Av,,
24 Neilsen Cr,,1970.0
35 Lorraine Dr,135.0,1962.0
28 Robert St,162.0,1979.0
2 Tarwarri Pl,,
30 Judd St,735.0,1915.0
2/3 Lodge Rd,,
401/276 Neerim Rd,,
1 Reed Pl,,
7/17 Golden Av,,
55 Murchison Cr,104.0,1980.0
92A Rennie St,138.0,1940.0
2 Gaffney St,,
46 Baronial Wy,220.0,2013.0
28 Bradshaw Av,106.0,2013.0
112 Bridgewater Rd,170.0,1992.0
13 Creighton Wy,189.0,2005.0
34 Emblem Wy,245.0,2017.0
3 Epsom Ct,,
2 Esteem Rd,,
64 Newbury Bvd,229.0,2010.0
16 Princetown Av,121.0,1991.0
2 Sale Ct,144.0,1990.0
12 Washington St,96.0,1960.0
54 Neasham Dr,137.0,1970.0
23 Frederick St,278.0,1974.0
806/1 Grosvenor St,,
55 Gedye St,239.0,1980.0
29 Green Pl,160.0,2015.0
14 Cerise Av,,
780 Edgars Rd,149.0,
1/26 Loxton Tce,,
4 Martingale Ct,135.0,1985.0
22 Jukes Rd,,
2A Rona St,136.0,1970.0
22/2 Ballarat Rd,,
8/18 Eldridge St,,
3 Eton Ct,89.0,1960.0
37 Samara Gr,114.0,1970.0
5/31 Rothschild St,,
52 Bogong Av,,
4 Canova Dr,,
5 Wilfred Ct,145.0,1978.0
15 George St,154.0,1970.0
75 Glen St,130.0,1950.0
6 Gordon Ct,97.0,1960.0
28 William St,,
11 Scarlet Dr,183.0,2013.0
12/45 Evansdale Rd,,
5/2 Vine St,98.0,2012.0
3/6 Lorraine Ct,,
32 Sier Av,109.0,1980.0
1 Tulloch Ct,,
9A Nyah St,,
75 Quinn Gr,,
23 Viewbank Dr,233.0,1980.0
5 Eaglefarm Ct,,
87 Barnett St,,
21 Baguley Cr,147.0,1980.0
4/34 Dunne St,,
36 Keats Av,,
104 Rickards Av,,
7 Saunders Cl,106.0,1980.0
16/4 Crefden St,,
44 The Boulevard,,
38 Andrew St,105.0,1980.0
8/19 Florence St,,
6 Shura Dr,148.0,2016.0
3/215 Betula Av,,
5 Newhaven Ct,175.0,1990.0
12 Statesman Cr,130.0,1985.0
4 Murray St,,
1/34 Dickson St,,
52 Headingley Rd,,
364 Highbury Rd,,
16 Wadham Pde,158.0,1975.0
13 Anora Cr,152.0,1970.0
20 Atkinson St,,
5/38 Blenheim Rd,,
24 Holmes St,,
124 Arthurton Rd,,
117 Beavers Rd,,1920.0
221 Mitchell St,156.0,1940.0
227 Mitchell St,,
18 Tanner Gr,117.0,1925.0
1/11 Luckie St,,
1/54 Winifred St,,
2/18 Clovis St,,
38 Nonna St,,
7 Madison Pl,,
1 Smethurst Av,106.0,1979.0
3/122 Como Pde W,,
1/153 Essex St,,
5 Sunbeam St,,
88 Aspire Bvd,,
36 Orbis Av,,
3 Ivory Av,180.0,2010.0
92 Middleton Dr,,
18 Picton La,138.0,2006.0
35 Viola Av,192.0,2010.0
172 Clark St,,
213 Station St,,1995.0
9 Erval Av,,
51 Elinda Pl,90.0,1998.0
4/11 Johnson St,,
55 Nisbett St,75.0,1950.0
48 Purinuan Rd,,
12 Almands Av,317.0,2000.0
11 Stainsby Cr,,
23 Wrigley Cr,0.0,1998.0
56a Vernon St,,
1903/50 Albert Rd,,
39 Hawkstowe Pde,,
23 Palisades Bvd,,2013.0
1405/8 Daly St,,
8/9 Rockley Rd,,
49 Glenview Rd,,1950.0
15 Allen Ct,,
3 Knox Ct,,
2 Windarra Ct,226.0,1995.0
11 Lorinda Cl,,
65 Kingbird Av,,
1 Northbridge Dr,214.0,2010.0
29 Nepean Wy,239.0,2005.0
7 Dent Ct,,1985.0
7/307 High St,,
3/76 Collins St,,
2/9 Koomba Rd,,
10 Cathies La,308.0,1988.0
4/1340 High Street Rd,,
48 Honey Av,324.0,2012.0
9/91 Jenola Pde,,
5 Gayness Ct,159.0,1991.0
6 Tarneit Rd,,
1/7 Walwa Pl,,
7 Xavier Ct,,
1 Milroy Ct,,
24 Saltlake Bvd,,
36 Saltlake Bvd,210.0,2014.0
3 Vista Wy,,
16 Federation La,122.0,2004.0
93 Nicholson St,80.0,2015.0
31 Park St,93.0,1970.0
2/37 Afton St,,
2/6 Etzel St,,
50 Marshall Rd,,
1/174 Parer Rd,,
24 Merton St,,
21a Blyth St,,
14 Carruthers Ct,136.0,1997.0
13 Dillon Ct,166.0,2000.0
2/21 Ashleigh Rd,,
7/377 Dandenong Rd,,
18/25 Kooyong Rd,,
11 New St,,
8 Rose St,,
21A Elliott St,,
8/123 Epsom Rd,,
12 Mirams St,185.0,1890.0
10 Highgate Gr,205.0,1920.0
1A Arvern Av,,
11 Nelson St,85.0,1900.0
8 Birdwood St,,
14 Winmalee Rd,,
41 Harrington Av,185.0,1950.0
32 Coreen Av,,
12 Stawell St,186.0,1970.0
17 Summerhill Rd,196.0,1950.0
14 Higgins Rd,183.0,1950.0
45 Huntley Rd,,
79 North Av,,
11 Renown St,,
14 Riddle St,,1960.0
23 Vale St,,
5/2 Werona St,,
2/73 Bignell Rd,,
13A Brosnan Rd,227.0,2011.0
13 Greenview Ct,112.0,1955.0
21 Hill St,,1998.0
13A Juliana St,,
12 May St,94.0,1950.0
1/731 South Rd,,
211 Beach Rd,,
1 Orana St,,1955.0
12 Killeen Av,153.0,1960.0
9 Adrian Av,128.0,1970.0
1a Agnew St,,
9 Wardle Cl,158.0,1979.0
334 Dorset Rd,143.0,1950.0
1/18 Falconer Rd,,
1/51 Underwood Rd,,
36 Berwick St,,
805 Hampton St,90.0,1900.0
4/33 North Rd,,
9 Cluden St,176.0,1920.0
2 Collis St,206.0,2012.0
11 Sunlight Cr,361.0,2012.0
264 Camp Rd,142.0,1960.0
1/350 Camp Rd,,
1/24 Lahinch St,,
4/24 Lahinch St,,
2/11 Osway St,,
46 Stenhouse Av,,
68 Stenhouse Av,,
212/201 Albert St,,
307/201 Albert St,,
48 Garnet St,425.0,1915.0
17/6 Garnet St,,
22 Laura St,,
1/825 Park St,,
6/2 Allard St,,
7/14 Jolley St,,
67 Rocklea Rd,131.0,1970.0
34 Vera St,,
12 Milton Pde,,
95 Settlement Rd,,
40 Zara Cl,,
2b Cherrill St,177.0,2015.0
4/372 Burwood Hwy,,
5 Kildare St,116.0,1950.0
5/63 Somers St,,
11 Tennyson St,,
3/5 Webb St,,
55 Hilltop Cr,114.0,1963.0
29 Dominic St,221.0,1930.0
2 Lyric Gr,248.0,1930.0
4/1016 Toorak Rd,,
144 Warrigal Rd,200.0,1970.0
8 Selwyn St,,1937.0
164 Canning St,,
226 Elgin St,72.0,2006.0
138 Amess St,84.0,1890.0
6/20 Anzac St,,
5 McLaurin Rd,,
1/194 Neerim Rd,,
156A Oakleigh Rd,,
3/14 Rigby Av,,
13 Lauricella Pl,,
4 Wavertree Av,185.0,2000.0
72C Waverley Rd,,
7 Fir Gr,,
79 Latrobe St,,
4A Luxmoore St,168.0,1950.0
6 Monbulk Ct,,1975.0
46 Snowdon Dr,188.0,1970.0
13/109 Weatherall Rd,,
4/7 Weymar St,,
12 Springs Rd,149.0,1955.0
6/16 The Esplanade,,
31 Berry St,136.0,1940.0
9 Deakin St,406.0,1980.0
75 Murray Rd,113.0,1955.0
162 The Avenue,190.0,1970.0
44 Wellington St,111.0,1910.0
3 Spry St,,
41 Spry St,,
33 Exford St,108.0,1970.0
2 Calm Av,155.0,2014.0
9 Cascade Tce,,
18 Cimberwood Dr,,1990.0
28 Creekbridge St,,
36 Emerald Cct,178.0,2004.0
1 Gillingham Cr,126.0,1987.0
41 Hanson Rd,,
1 Harper Cl,121.0,1980.0
11 Milburn Pl,155.0,1980.0
8 Mosman Wy,205.0,2003.0
2/19 James Rd,,
14 Park La,,
8 Taronga Cr,145.0,1970.0
46 Alice St,112.0,1970.0
65 Lyons Rd,160.0,1940.0
37 Homer Av,110.0,1970.0
15 Thomas St,213.0,1970.0
14 Edmund St,201.0,1970.0
5 Norman Ct,130.0,1982.0
27 Oswald St,,1950.0
2/2 Shalimar Cr,129.0,1999.0
41 Neale Rd,,1990.0
62 Welwyn Pde,,
88 Welwyn Pde,,
108 Copperfield Dr,189.0,1995.0
4 Blair Rd,218.0,2008.0
