CouncilArea,Postcode,Regionname,Bedroom2,Bathroom,Car,Propertycount,Landsize,Distance,Lattitude,Longtitude
Brimbank City Council,3038.0,Western Metropolitan,3.0,2.0,2.0,5336.0,512.0,15.5,-37.70939,144.79836
Brimbank City Council,3038.0,Western Metropolitan,4.0,2.0,2.0,5336.0,512.0,15.5,-37.71306,144.80927
Manningham City Council,3107.0,Eastern Metropolitan,4.0,2.0,0.0,5420.0,754.0,12.4,-37.756159999999994,145.10615
Manningham City Council,3107.0,Eastern Metropolitan,4.0,3.0,2.0,5420.0,735.0,12.4,-37.7729,145.1228
Manningham City Council,3107.0,Eastern Metropolitan,3.0,1.0,2.0,5420.0,512.0,12.4,-37.80696302719972,144.99671101938742
Whittlesea City Council,3074.0,Northern Metropolitan,4.0,1.0,5.0,7955.0,581.0,15.3,-37.67888,144.98909
Darebin City Council,3071.0,Northern Metropolitan,2.0,1.0,1.0,8870.0,512.0,7.0,-37.761309999999995,145.02607
Darebin City Council,3071.0,Northern Metropolitan,4.0,1.0,4.0,8870.0,746.0,7.0,-37.75715,145.00692
Darebin City Council,3071.0,Northern Metropolitan,2.0,1.0,2.0,8870.0,512.0,7.0,-37.756879999999995,145.00693
Melton City Council,3029.0,Western Metropolitan,4.0,2.0,2.0,5811.0,350.0,18.4,-37.85099,144.73935
Melton City Council,3029.0,Western Metropolitan,4.0,2.0,2.0,5811.0,350.0,18.4,-37.844770000000004,144.73443999999998
Melton City Council,3029.0,Western Metropolitan,4.0,2.0,2.0,5811.0,510.0,18.4,-37.84588,144.71585
Melton City Council,3029.0,Western Metropolitan,3.0,2.0,2.0,5811.0,560.0,18.4,-37.84391,144.7258
Brimbank City Council,3043.0,Western Metropolitan,4.0,2.0,1.0,3296.0,534.0,12.9,-37.694340000000004,144.88226
Yarra Ranges Shire Council,3158.0,Eastern Victoria,5.0,2.0,3.0,2591.0,1993.0,29.3,-37.9075,145.3198
Banyule City Council,3084.0,Eastern Metropolitan,3.0,1.0,2.0,2698.0,512.0,8.9,-37.80696302719972,144.99671101938742
Mitchell Shire Council,3756.0,Northern Victoria,3.0,1.0,2.0,3988.0,512.0,44.2,-37.80696302719972,144.99671101938742
Knox City Council,3152.0,Eastern Metropolitan,5.0,2.0,2.0,7082.0,911.0,14.7,-37.86148,145.2445
Knox City Council,3152.0,Eastern Metropolitan,3.0,1.0,2.0,7082.0,720.0,14.7,-37.85964,145.24186
Wyndham City Council,3030.0,Western Metropolitan,3.0,2.0,2.0,16166.0,512.0,14.7,-37.90825,144.68761
Wyndham City Council,3030.0,Western Metropolitan,3.0,1.0,2.0,16166.0,560.0,14.7,-37.91492,144.66867
Wyndham City Council,3030.0,Western Metropolitan,3.0,1.0,2.0,16166.0,512.0,14.7,-37.80696302719972,144.99671101938742
Wyndham City Council,3030.0,Western Metropolitan,4.0,2.0,2.0,16166.0,294.0,14.7,-37.903040000000004,144.61191000000002
Monash City Council,3150.0,South-Eastern Metropolitan,4.0,2.0,2.0,7392.0,855.0,16.7,-37.90426,145.18722
Wyndham City Council,3027.0,Western Metropolitan,3.0,2.0,2.0,1999.0,222.0,17.6,-37.85682,144.73773
Hobsons Bay City Council,3016.0,Western Metropolitan,3.0,2.0,2.0,6380.0,512.0,6.8,-37.86272,144.90051
Hobsons Bay City Council,3016.0,Western Metropolitan,3.0,2.0,4.0,802.0,517.0,6.8,-37.85326,144.87411
Whittlesea City Council,3750.0,Northern Metropolitan,4.0,2.0,2.0,2940.0,391.0,25.5,-37.61005,145.0413
Whittlesea City Council,3750.0,Northern Metropolitan,4.0,2.0,2.0,2940.0,384.0,25.5,-37.61762,145.02768
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,1.0,2.0,6543.0,512.0,6.3,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3042.0,Western Metropolitan,5.0,2.0,3.0,3464.0,764.0,10.4,-37.72282,144.88373
Greater Dandenong City Council,3175.0,South-Eastern Metropolitan,3.0,1.0,1.0,8322.0,557.0,24.7,-37.96877,145.22082
Boroondara City Council,3101.0,Southern Metropolitan,3.0,1.0,2.0,10331.0,512.0,5.4,-37.80696302719972,144.99671101938742
Maroondah City Council,3137.0,Eastern Metropolitan,3.0,1.0,1.0,4654.0,623.0,26.0,-37.804159999999996,145.30733999999998
Knox City Council,3180.0,Eastern Metropolitan,5.0,3.0,2.0,2949.0,528.0,23.3,-37.87515,145.25241
Melton City Council,3338.0,Western Victoria,3.0,1.0,2.0,4718.0,512.0,29.8,-37.80696302719972,144.99671101938742
Monash City Council,3149.0,Eastern Metropolitan,3.0,1.0,2.0,13366.0,512.0,14.2,-37.80696302719972,144.99671101938742
Maroondah City Council,3135.0,Eastern Metropolitan,3.0,1.0,2.0,4407.0,512.0,21.3,-37.80696302719972,144.99671101938742
Banyule City Council,3084.0,Eastern Metropolitan,4.0,2.0,2.0,3540.0,628.0,8.9,-37.73675,145.06888999999998
Frankston City Council,3198.0,South-Eastern Metropolitan,3.0,1.0,1.0,8077.0,671.0,35.4,-38.10309,145.13228
Mitchell Shire Council,3756.0,Northern Victoria,3.0,2.0,2.0,3988.0,683.0,44.2,-37.41953,144.98206000000002
Knox City Council,3152.0,Eastern Metropolitan,4.0,2.0,2.0,5424.0,642.0,14.7,-37.85474,145.24076000000002
Brimbank City Council,3020.0,Western Metropolitan,3.0,1.0,2.0,2185.0,512.0,10.5,-37.80696302719972,144.99671101938742
Brimbank City Council,3022.0,Western Metropolitan,3.0,1.0,2.0,1281.0,697.0,12.8,-37.77459,144.7983
Hume City Council,3064.0,Northern Metropolitan,3.0,1.0,2.0,15510.0,512.0,20.6,-37.80696302719972,144.99671101938742
Whittlesea City Council,3076.0,Northern Metropolitan,4.0,2.0,2.0,10926.0,617.0,19.6,-37.62702,145.02508
Knox City Council,3156.0,Eastern Metropolitan,3.0,1.0,2.0,10788.0,1309.0,24.8,-37.88221,145.27804
Frankston City Council,3199.0,South-Eastern Metropolitan,3.0,1.0,1.0,17055.0,616.0,38.0,-38.14541,145.14711
Wyndham City Council,3029.0,Western Metropolitan,4.0,2.0,2.0,13830.0,512.0,18.4,-37.854279999999996,144.70592
Greater Dandenong City Council,3174.0,South-Eastern Metropolitan,2.0,1.0,1.0,11806.0,512.0,22.7,-37.960190000000004,145.17573000000002
Boroondara City Council,3127.0,Southern Metropolitan,3.0,2.0,2.0,5457.0,307.0,10.2,-37.82159,145.09521
Monash City Council,3150.0,South-Eastern Metropolitan,4.0,2.0,2.0,7392.0,697.0,16.7,-37.891940000000005,145.18993999999998
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,1.0,2.0,6543.0,512.0,6.3,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3042.0,Western Metropolitan,3.0,2.0,1.0,3464.0,306.0,10.4,-37.71716,144.8837
Moonee Valley City Council,3042.0,Western Metropolitan,3.0,2.0,1.0,3464.0,303.0,10.4,-37.73174,144.88086
Moonee Valley City Council,3042.0,Western Metropolitan,3.0,2.0,2.0,3464.0,314.0,10.4,-37.71968,144.87756000000002
Moonee Valley City Council,3042.0,Western Metropolitan,3.0,1.0,2.0,3464.0,512.0,10.4,-37.80696302719972,144.99671101938742
Port Phillip City Council,3206.0,Southern Metropolitan,3.0,2.0,0.0,3280.0,134.0,3.0,-37.84937,144.95414
Darebin City Council,3078.0,Northern Metropolitan,4.0,1.0,2.0,2211.0,574.0,5.7,-37.782920000000004,145.0206
Darebin City Council,3078.0,Northern Metropolitan,4.0,2.0,3.0,2211.0,1134.0,5.7,-37.78598,145.03305
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,2.0,2.0,5301.0,690.0,11.0,-37.87025,144.83385
Hobsons Bay City Council,3028.0,Western Metropolitan,3.0,2.0,1.0,7630.0,479.0,15.5,-37.87502,144.77956
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,441.0,9.4,-37.8454,144.84711000000001
Brimbank City Council,3022.0,Western Metropolitan,4.0,1.0,4.0,1281.0,601.0,12.8,-37.77881,144.80431000000002
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,1.0,6567.0,272.0,4.3,-37.77202,144.90731
Boroondara City Council,3147.0,Southern Metropolitan,5.0,2.0,2.0,3052.0,697.0,10.2,-37.871320000000004,145.07267
Boroondara City Council,3147.0,Southern Metropolitan,4.0,2.0,2.0,3052.0,666.0,10.2,-37.86448,145.09009
Kingston City Council,3195.0,South-Eastern Metropolitan,3.0,2.0,1.0,2824.0,284.0,21.5,-38.016459999999995,145.09967
Kingston City Council,3195.0,South-Eastern Metropolitan,3.0,2.0,2.0,2243.0,633.0,21.5,-38.02454,145.1156
Moonee Valley City Council,3034.0,Western Metropolitan,3.0,1.0,2.0,4502.0,604.0,9.5,-37.76978,144.86273
Moonee Valley City Council,3034.0,Western Metropolitan,3.0,2.0,1.0,4502.0,321.0,9.5,-37.76658,144.85873999999998
Moonee Valley City Council,3034.0,Western Metropolitan,3.0,1.0,1.0,4502.0,581.0,9.5,-37.76038,144.85798
Port Phillip City Council,3183.0,Southern Metropolitan,3.0,1.0,2.0,2952.0,512.0,6.4,-37.80696302719972,144.99671101938742
Boroondara City Council,3103.0,Southern Metropolitan,5.0,2.0,2.0,5682.0,1105.0,7.9,-37.8092,145.10298999999998
Boroondara City Council,3103.0,Southern Metropolitan,5.0,2.0,3.0,5682.0,678.0,7.9,-37.80596,145.0694
Boroondara City Council,3103.0,Southern Metropolitan,5.0,3.0,3.0,5682.0,1527.0,7.9,-37.81191,145.09783000000002
Boroondara City Council,3103.0,Southern Metropolitan,4.0,2.0,3.0,5682.0,525.0,7.9,-37.81705,145.08319
Boroondara City Council,3103.0,Southern Metropolitan,3.0,1.0,2.0,5682.0,512.0,7.9,-37.80696302719972,144.99671101938742
Boroondara City Council,3104.0,Southern Metropolitan,3.0,1.0,2.0,7809.0,512.0,9.7,-37.80696302719972,144.99671101938742
Boroondara City Council,3104.0,Southern Metropolitan,4.0,2.0,2.0,7809.0,260.0,9.7,-37.79589,145.09988
Boroondara City Council,3104.0,Southern Metropolitan,5.0,1.0,2.0,7809.0,760.0,9.7,-37.79063,145.09677
Boroondara City Council,3104.0,Southern Metropolitan,4.0,2.0,2.0,7809.0,576.0,9.7,-37.7864,145.09216
Boroondara City Council,3104.0,Southern Metropolitan,4.0,2.0,2.0,7809.0,823.0,9.7,-37.790209999999995,145.06673999999998
Bayside City Council,3193.0,Southern Metropolitan,4.0,2.0,3.0,5366.0,353.0,17.3,-37.9904,145.03871
Bayside City Council,3193.0,Southern Metropolitan,4.0,2.0,2.0,5366.0,646.0,17.3,-37.975590000000004,145.04546000000002
Bayside City Council,3193.0,Southern Metropolitan,3.0,1.0,2.0,5366.0,759.0,17.3,-37.98376,145.04501000000002
Bayside City Council,3193.0,Southern Metropolitan,4.0,2.0,2.0,5366.0,700.0,17.3,-37.98075,145.03856000000002
Bayside City Council,3193.0,Southern Metropolitan,3.0,1.0,2.0,5366.0,1111.0,17.3,-37.98919,145.02976999999998
Bayside City Council,3193.0,Southern Metropolitan,4.0,3.0,4.0,5366.0,689.0,17.3,-37.98124,145.04465
Glen Eira City Council,3204.0,Southern Metropolitan,4.0,2.0,2.0,6795.0,654.0,11.4,-37.917559999999995,145.02587
Glen Eira City Council,3204.0,Southern Metropolitan,4.0,2.0,2.0,6795.0,786.0,11.4,-37.9193,145.0385
Glen Eira City Council,3204.0,Southern Metropolitan,3.0,1.0,2.0,6795.0,787.0,11.4,-37.92459,145.04521
Glen Eira City Council,3204.0,Southern Metropolitan,3.0,2.0,1.0,6795.0,359.0,11.4,-37.92025,145.03482
Glen Eira City Council,3204.0,Southern Metropolitan,2.0,1.0,1.0,6795.0,256.0,11.4,-37.930440000000004,145.04724
Glen Eira City Council,3204.0,Southern Metropolitan,4.0,2.0,1.0,6795.0,587.0,11.4,-37.925940000000004,145.0433
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,1.0,2.0,10969.0,512.0,13.8,-37.80696302719972,144.99671101938742
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,1.0,2.0,10969.0,609.0,13.8,-37.92355,145.05562
Glen Eira City Council,3165.0,Southern Metropolitan,2.0,2.0,1.0,10969.0,190.0,13.8,-37.92438,145.05175
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,1.0,2.0,10969.0,584.0,13.8,-37.91745,145.07208
Glen Eira City Council,3165.0,Southern Metropolitan,4.0,3.0,2.0,10969.0,354.0,13.8,-37.91372,145.07488
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,2.0,4.0,10969.0,564.0,13.8,-37.92699,145.08081
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,1.0,2.0,10969.0,666.0,13.8,-37.92498,145.06906999999998
Glen Eira City Council,3165.0,Southern Metropolitan,5.0,3.0,2.0,10969.0,400.0,13.8,-37.91653,145.05705
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,1.0,1.0,10969.0,595.0,13.8,-37.92083,145.07083
Glen Eira City Council,3165.0,Southern Metropolitan,3.0,1.0,2.0,10969.0,512.0,13.8,-37.80696302719972,144.99671101938742
Bayside City Council,3193.0,Southern Metropolitan,3.0,1.0,2.0,2866.0,512.0,17.3,-37.80696302719972,144.99671101938742
Bayside City Council,3193.0,Southern Metropolitan,4.0,2.0,1.0,2866.0,550.0,17.3,-37.97585,145.02455
Whitehorse City Council,3130.0,Eastern Metropolitan,5.0,2.0,3.0,5713.0,886.0,13.4,-37.82598,145.14717
Whitehorse City Council,3130.0,Eastern Metropolitan,3.0,1.0,2.0,2867.0,512.0,13.4,-37.80696302719972,144.99671101938742
Whitehorse City Council,3130.0,Eastern Metropolitan,4.0,2.0,2.0,2867.0,938.0,13.4,-37.80227,145.16073
Whitehorse City Council,3130.0,Eastern Metropolitan,3.0,2.0,2.0,2867.0,210.0,13.4,-37.80912,145.14443
Whitehorse City Council,3130.0,Eastern Metropolitan,4.0,2.0,1.0,4387.0,560.0,13.4,-37.83533,145.14455
Whitehorse City Council,3130.0,Eastern Metropolitan,3.0,1.0,1.0,4387.0,542.0,13.4,-37.8442,145.155
Whitehorse City Council,3130.0,Eastern Metropolitan,3.0,1.0,2.0,4387.0,512.0,13.4,-37.80696302719972,144.99671101938742
Whitehorse City Council,3128.0,Eastern Metropolitan,4.0,3.0,2.0,4605.0,686.0,10.9,-37.82346,145.12631000000002
Maribyrnong City Council,3019.0,Western Metropolitan,3.0,1.0,1.0,3589.0,603.0,8.6,-37.78308,144.85297
Bayside City Council,3186.0,Southern Metropolitan,3.0,1.0,2.0,10579.0,512.0,10.5,-37.80696302719972,144.99671101938742
Bayside City Council,3186.0,Southern Metropolitan,3.0,2.0,2.0,10579.0,545.0,10.5,-37.89085,144.99983
Bayside City Council,3186.0,Southern Metropolitan,4.0,3.0,2.0,10579.0,839.0,10.5,-37.92093,145.00499
Bayside City Council,3186.0,Southern Metropolitan,3.0,1.0,1.0,10579.0,468.0,10.5,-37.887859999999996,144.99853000000002
Bayside City Council,3186.0,Southern Metropolitan,2.0,1.0,0.0,10579.0,199.0,10.5,-37.90914,145.00477
Bayside City Council,3186.0,Southern Metropolitan,4.0,2.0,2.0,10579.0,564.0,10.5,-37.9065,145.00572
Bayside City Council,3186.0,Southern Metropolitan,4.0,2.0,1.0,10579.0,393.0,10.5,-37.908409999999996,145.00497
Bayside City Council,3186.0,Southern Metropolitan,3.0,1.0,2.0,10579.0,512.0,10.5,-37.80696302719972,144.99671101938742
Bayside City Council,3187.0,Southern Metropolitan,4.0,2.0,2.0,6938.0,612.0,10.3,-37.9076,145.02043
Bayside City Council,3187.0,Southern Metropolitan,4.0,2.0,2.0,6938.0,604.0,10.3,-37.90684,145.01793
Bayside City Council,3187.0,Southern Metropolitan,3.0,1.0,2.0,6938.0,632.0,10.3,-37.91751,145.02181000000002
Bayside City Council,3187.0,Southern Metropolitan,3.0,2.0,2.0,6938.0,278.0,10.3,-37.923140000000004,145.01082
Bayside City Council,3187.0,Southern Metropolitan,4.0,2.0,2.0,6938.0,598.0,10.3,-37.91908,145.01332
Bayside City Council,3187.0,Southern Metropolitan,4.0,2.0,2.0,6938.0,602.0,10.3,-37.92367,145.00993
Bayside City Council,3187.0,Southern Metropolitan,4.0,2.0,2.0,6938.0,550.0,10.3,-37.90945,145.00988999999998
Bayside City Council,3187.0,Southern Metropolitan,5.0,3.0,2.0,6938.0,651.0,10.3,-37.91708,145.01154
Bayside City Council,3187.0,Southern Metropolitan,4.0,3.0,3.0,6938.0,602.0,10.3,-37.916779999999996,145.01675
Hume City Council,3047.0,Northern Metropolitan,3.0,1.0,2.0,4294.0,566.0,14.0,-37.67841,144.91021
Hume City Council,3047.0,Northern Metropolitan,3.0,2.0,2.0,4294.0,692.0,14.0,-37.691309999999994,144.92473
Hume City Council,3047.0,Northern Metropolitan,2.0,1.0,2.0,4294.0,711.0,14.0,-37.68631,144.92135
Hume City Council,3047.0,Northern Metropolitan,3.0,1.0,0.0,4294.0,647.0,14.0,-37.692170000000004,144.91767
Hume City Council,3047.0,Northern Metropolitan,3.0,1.0,1.0,4294.0,237.0,14.0,-37.68957,144.92224
Hume City Council,3047.0,Northern Metropolitan,4.0,1.0,2.0,4294.0,604.0,14.0,-37.68238,144.92685
Moreland City Council,3056.0,Northern Metropolitan,4.0,2.0,1.0,11918.0,373.0,5.2,-37.762890000000006,144.95552
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,2.0,11918.0,512.0,5.2,-37.80696302719972,144.99671101938742
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,1.0,11918.0,392.0,5.2,-37.75703,144.96991
Moreland City Council,3056.0,Northern Metropolitan,4.0,1.0,3.0,11918.0,520.0,5.2,-37.75663,144.95618000000002
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,2.0,11918.0,512.0,5.2,-37.80696302719972,144.99671101938742
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,2.0,11918.0,512.0,5.2,-37.80696302719972,144.99671101938742
Moreland City Council,3056.0,Northern Metropolitan,2.0,1.0,0.0,11918.0,182.0,5.2,-37.761109999999995,144.97035
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,2.0,11918.0,185.0,5.2,-37.76093,144.95896000000002
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,2.0,11918.0,512.0,5.2,-37.80696302719972,144.99671101938742
Moreland City Council,3056.0,Northern Metropolitan,3.0,1.0,1.0,11918.0,262.0,5.2,-37.77321,144.96039
Moreland City Council,3056.0,Northern Metropolitan,4.0,2.0,1.0,11918.0,412.0,5.2,-37.76043,144.95136000000002
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.0,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.0,-37.80696302719972,144.99671101938742
Moreland City Council,3055.0,Northern Metropolitan,3.0,1.0,4.0,7082.0,532.0,5.2,-37.7575,144.93606
Moreland City Council,3055.0,Northern Metropolitan,3.0,1.0,2.0,7082.0,374.0,5.2,-37.76292,144.94486
Moreland City Council,3055.0,Northern Metropolitan,3.0,1.0,2.0,7082.0,316.0,5.2,-37.76347,144.94509
Moreland City Council,3055.0,Northern Metropolitan,4.0,1.0,1.0,7082.0,536.0,5.2,-37.77088,144.94737
Moreland City Council,3055.0,Northern Metropolitan,3.0,1.0,0.0,7082.0,366.0,5.2,-37.76285,144.94346000000002
Manningham City Council,3105.0,Eastern Metropolitan,4.0,2.0,4.0,4480.0,722.0,10.8,-37.77856,145.09945
Manningham City Council,3105.0,Eastern Metropolitan,4.0,3.0,2.0,4480.0,358.0,10.8,-37.762809999999995,145.09159
Banyule City Council,3083.0,Northern Metropolitan,3.0,2.0,2.0,10175.0,652.0,12.1,-37.70299,145.06753
Monash City Council,3125.0,Southern Metropolitan,3.0,1.0,2.0,5678.0,512.0,10.4,-37.80696302719972,144.99671101938742
Monash City Council,3125.0,Southern Metropolitan,3.0,1.0,1.0,5678.0,588.0,10.4,-37.845459999999996,145.11966999999999
Monash City Council,3125.0,Southern Metropolitan,3.0,1.0,1.0,5678.0,674.0,10.4,-37.84533,145.09897
Monash City Council,3125.0,Southern Metropolitan,3.0,1.0,2.0,5678.0,772.0,10.4,-37.85628,145.10906
Whitehorse City Council,3151.0,Eastern Metropolitan,3.0,1.0,2.0,4048.0,365.0,14.7,-37.85174,145.14003
Whitehorse City Council,3151.0,Eastern Metropolitan,4.0,1.0,1.0,4048.0,645.0,14.7,-37.8576,145.14467
Whitehorse City Council,3151.0,Eastern Metropolitan,4.0,2.0,2.0,4048.0,466.0,14.7,-37.85275,145.16108
Whitehorse City Council,3151.0,Eastern Metropolitan,3.0,1.0,2.0,4048.0,585.0,14.7,-37.85005,145.15652
Whitehorse City Council,3151.0,Eastern Metropolitan,3.0,2.0,2.0,4048.0,608.0,14.7,-37.84767,145.15368999999998
Boroondara City Council,3124.0,Southern Metropolitan,4.0,2.0,3.0,8920.0,616.0,7.7,-37.84717,145.09062
Boroondara City Council,3124.0,Southern Metropolitan,7.0,3.0,3.0,8920.0,654.0,7.7,-37.84198,145.09534
Boroondara City Council,3124.0,Southern Metropolitan,3.0,1.0,2.0,8920.0,512.0,7.7,-37.80696302719972,144.99671101938742
Boroondara City Council,3124.0,Southern Metropolitan,4.0,2.0,4.0,8920.0,944.0,7.7,-37.845929999999996,145.09538
Boroondara City Council,3124.0,Southern Metropolitan,4.0,2.0,2.0,8920.0,701.0,7.7,-37.84003,145.0691
Boroondara City Council,3124.0,Southern Metropolitan,3.0,1.0,2.0,8920.0,512.0,7.7,-37.80696302719972,144.99671101938742
Boroondara City Council,3124.0,Southern Metropolitan,3.0,1.0,2.0,8920.0,512.0,7.7,-37.80696302719972,144.99671101938742
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,512.0,16.6,-37.80696302719972,144.99671101938742
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,512.0,16.6,-37.80696302719972,144.99671101938742
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,2.0,6786.0,512.0,1.6,-37.80696302719972,144.99671101938742
Melbourne City Council,3054.0,Northern Metropolitan,3.0,1.0,2.0,3106.0,512.0,3.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3054.0,Northern Metropolitan,2.0,1.0,0.0,3106.0,96.0,3.5,-37.788000000000004,144.96978000000001
Glen Eira City Council,3163.0,Southern Metropolitan,3.0,1.0,2.0,7822.0,512.0,10.1,-37.80696302719972,144.99671101938742
Glen Eira City Council,3163.0,Southern Metropolitan,3.0,1.0,2.0,7822.0,512.0,10.1,-37.80696302719972,144.99671101938742
Kingston City Council,3197.0,South-Eastern Metropolitan,3.0,1.0,2.0,1989.0,512.0,31.2,-37.80696302719972,144.99671101938742
Kingston City Council,3197.0,South-Eastern Metropolitan,3.0,1.0,2.0,1989.0,512.0,31.2,-37.80696302719972,144.99671101938742
Frankston City Council,3201.0,South-Eastern Metropolitan,4.0,2.0,2.0,8060.0,670.0,34.9,-38.11464,145.19301000000002
Frankston City Council,3201.0,South-Eastern Metropolitan,3.0,1.0,2.0,8060.0,615.0,34.9,-38.11564,145.19023
Frankston City Council,3201.0,South-Eastern Metropolitan,3.0,2.0,2.0,8060.0,509.0,34.9,-38.09113,145.19244
Glen Eira City Council,3161.0,Southern Metropolitan,4.0,1.0,2.0,6923.0,275.0,7.8,-37.86805,145.02708
Glen Eira City Council,3162.0,Southern Metropolitan,3.0,2.0,1.0,5051.0,297.0,8.7,-37.89524,145.01615
Glen Eira City Council,3162.0,Southern Metropolitan,3.0,2.0,2.0,5051.0,370.0,8.7,-37.89927,145.032
Glen Eira City Council,3162.0,Southern Metropolitan,2.0,1.0,2.0,5051.0,347.0,8.7,-37.89762,145.02297
Glen Eira City Council,3162.0,Southern Metropolitan,3.0,3.0,4.0,5051.0,959.0,8.7,-37.899229999999996,145.03
Monash City Council,3148.0,Southern Metropolitan,3.0,1.0,2.0,3582.0,690.0,11.7,-37.874559999999995,145.1027
Monash City Council,3148.0,Southern Metropolitan,3.0,1.0,1.0,3582.0,601.0,11.7,-37.87986,145.10733000000002
Bayside City Council,3192.0,Southern Metropolitan,3.0,2.0,1.0,9758.0,163.0,17.9,-37.96066,145.04109
Bayside City Council,3192.0,Southern Metropolitan,3.0,1.0,2.0,9758.0,694.0,17.9,-37.96027,145.0442
Kingston City Council,3169.0,South-Eastern Metropolitan,5.0,3.0,4.0,2727.0,756.0,17.5,-37.93591,145.10488999999998
Kingston City Council,3169.0,South-Eastern Metropolitan,3.0,1.0,1.0,4734.0,620.0,17.5,-37.93116,145.11738
Kingston City Council,3169.0,South-Eastern Metropolitan,3.0,1.0,2.0,4734.0,512.0,17.5,-37.80696302719972,144.99671101938742
Yarra City Council,3068.0,Northern Metropolitan,3.0,3.0,1.0,2954.0,66.0,3.6,-37.794959999999996,144.99881000000002
Yarra City Council,3068.0,Northern Metropolitan,3.0,1.0,2.0,2954.0,512.0,3.6,-37.80696302719972,144.99671101938742
Yarra City Council,3068.0,Northern Metropolitan,3.0,1.0,2.0,2954.0,512.0,3.6,-37.80696302719972,144.99671101938742
Yarra City Council,3068.0,Northern Metropolitan,2.0,1.0,2.0,2954.0,128.0,3.6,-37.79303,144.99116999999998
Darebin City Council,3058.0,Northern Metropolitan,3.0,1.0,2.0,11204.0,512.0,6.7,-37.80696302719972,144.99671101938742
Darebin City Council,3058.0,Northern Metropolitan,3.0,1.0,1.0,11204.0,318.0,6.7,-37.75025,144.95088
Darebin City Council,3058.0,Northern Metropolitan,2.0,1.0,1.0,11204.0,236.0,6.7,-37.73936,144.96454
Darebin City Council,3058.0,Northern Metropolitan,3.0,1.0,2.0,11204.0,512.0,6.7,-37.80696302719972,144.99671101938742
Darebin City Council,3058.0,Northern Metropolitan,3.0,1.0,2.0,11204.0,459.0,6.7,-37.74273,144.95162
Darebin City Council,3058.0,Northern Metropolitan,3.0,1.0,2.0,11204.0,512.0,6.7,-37.80696302719972,144.99671101938742
Darebin City Council,3058.0,Northern Metropolitan,4.0,3.0,2.0,3445.0,318.0,6.7,-37.719429999999996,144.95891
Yarra City Council,3066.0,Northern Metropolitan,3.0,1.0,2.0,4553.0,512.0,2.0,-37.80696302719972,144.99671101938742
Yarra City Council,3066.0,Northern Metropolitan,3.0,2.0,2.0,4553.0,178.0,2.0,-37.797090000000004,144.98808
Hume City Council,3048.0,Northern Metropolitan,4.0,2.0,2.0,1124.0,605.0,17.4,-37.663509999999995,144.93204
Hume City Council,3064.0,Northern Metropolitan,4.0,2.0,2.0,15510.0,544.0,20.6,-37.58783,144.90095
Hume City Council,3064.0,Northern Metropolitan,3.0,1.0,2.0,15510.0,512.0,20.6,-37.80696302719972,144.99671101938742
Hume City Council,3064.0,Northern Metropolitan,3.0,2.0,2.0,15510.0,375.0,20.6,-37.593070000000004,144.89858
Hume City Council,3064.0,Northern Metropolitan,3.0,1.0,2.0,15510.0,649.0,20.6,-37.59189,144.9215
Hume City Council,3064.0,Northern Metropolitan,4.0,2.0,2.0,15510.0,431.0,20.6,-37.57606,144.90624
Hume City Council,3064.0,Northern Metropolitan,3.0,2.0,2.0,15510.0,412.0,20.6,-37.56819,144.90423
